customerid,record_date,monthlycharges,totalcharges,customerservicecalls,state,city,zipcode,latitude,longitude,gender,seniorcitizen,partner,dependents,tenuremonths,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,cltv
9647-ERGBE,2021-08-01,0.00000000,0.00000000,3,California,Turlock,95380,37.47439600,-120.87591700,Female,No,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,4664
6275-YDUVO,2021-08-01,0.00000000,0.00000000,6,California,Orosi,93647,36.60018500,-119.17565500,Female,No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,2969
8593-WHYHV,2021-08-01,0.00000000,0.00000000,6,California,Los Angeles,90047,33.95814900,-118.30844100,Male,No,No,No,3,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,4934
0379-DJQHR,2021-08-01,52.86123000,350801.02800000,8,California,Sunnyvale,94089,37.42163300,-122.00961300,Male,No,Yes,No,67,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),4219
8642-GVWRF,2021-08-01,0.00000000,0.00000000,3,California,Capitola,95010,36.97702500,-121.95286400,Female,No,Yes,No,2,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),3039
1087-UDSIH,2021-08-01,0.00000000,0.00000000,3,California,Concord,94520,38.01382500,-122.03914400,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,5000
0378-NHQXU,2021-08-01,0.00000000,0.00000000,3,California,South San Francisco,94080,37.65443600,-122.42646800,Female,No,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,4041
5271-YNWVR,2021-08-01,0.00000000,0.00000000,3,California,Santa Paula,93060,34.40234300,-119.09482400,Male,No,Yes,No,68,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4610
2103-ZRXFN,2021-08-01,57.85500000,5785.50000000,0,California,La Quinta,92253,33.69553200,-116.31057100,Male,No,No,No,1,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,3631
1905-OEILC,2021-08-01,22.23000000,2223.00000000,0,California,Pebble Beach,93953,36.58749700,-121.94481500,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,3107
0623-GDISB,2021-08-01,55.23300000,5523.30000000,0,California,San Clemente,92673,33.47250000,-117.58427300,Female,No,No,No,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),5838
2049-BAFNW,2021-08-01,40.92600000,4092.60000000,0,California,Vallejo,94592,38.09370100,-122.27658900,Female,No,No,No,1,No,No phone service,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,Mailed check,3929
0734-OXWBT,2021-08-01,80.59800000,25724.10000000,0,California,Covina,91722,34.09734500,-117.90673600,Male,No,No,Yes,3,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,No,Mailed check,2584
6818-DJXAA,2021-08-01,103.85400000,109935.90000000,0,California,Alturas,96101,41.46887700,-120.54229000,Female,No,No,Yes,10,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,3857
9495-SKLKD,2021-08-01,109.38300000,508058.10000000,0,California,Marysville,95901,39.19514000,-121.50388300,Male,No,Yes,Yes,45,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),5322
7771-CFQRQ,2021-08-01,72.73200000,342826.50000000,0,California,Mariposa,95338,37.52679100,-119.99437000,Female,No,Yes,Yes,47,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Two year,No,Bank transfer (automatic),5144
4676-MQUEA,2021-08-01,116.16600000,600267.00000000,0,California,Laguna Beach,92651,33.57002300,-117.77366900,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),4184
0732-OCQOC,2021-08-01,28.55700000,144808.50000000,0,California,Death Valley,92328,36.27688000,-117.03332600,Female,No,Yes,No,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),5674
4350-ZTLPI,2021-08-01,124.20300000,651874.80000000,0,California,Van Nuys,91401,34.17848300,-118.43179100,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4163
0945-TSONX,2021-08-01,97.24200000,468226.50000000,0,California,Encino,91436,34.15287500,-118.48605600,Female,No,Yes,No,47,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),5698
8565-WUXZU,2021-08-01,96.67200000,700148.10000000,0,California,Vina,96092,39.95516400,-122.01856700,Male,Yes,Yes,No,72,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Credit card (automatic),4240
8393-JMVMB,2021-08-01,19.73397000,1973.39700000,3,California,Thousand Oaks,91360,34.21405400,-118.88109000,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,2133
2826-DXLQO,2021-08-01,30.23508000,22366.85700000,3,California,El Cerrito,94530,37.92483800,-122.28914500,Male,Yes,Yes,No,7,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),2587
2428-ZMCTB,2021-08-01,20.03835000,21129.04500000,3,California,Mountain View,94040,37.38066200,-122.08602200,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),3926
8992-OBVDG,2021-08-01,62.55009000,141394.65600000,3,California,Desert Hot Springs,92240,33.94855800,-116.51697600,Male,No,No,No,21,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,2926
5857-TYBCJ,2021-08-01,90.50232000,409918.69200000,3,California,Dixon,95620,38.39282100,-121.79991700,Male,Yes,Yes,No,44,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,2925
2400-FEQME,2021-08-01,23.37000000,134286.30000000,0,California,Grenada,96038,41.59997800,-122.53938100,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,5011
1057-FOGLZ,2021-08-01,19.93689000,39741.88200000,3,California,Calimesa,92320,33.98278700,-117.05762700,Female,No,No,No,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,4333
6663-JOCQO,2021-08-01,76.34865000,237872.97000000,3,California,Wasco,93280,35.65224200,-119.44640000,Male,No,Yes,No,31,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),4258
9592-ERDKV,2021-08-01,80.40705000,295431.22800000,3,California,Mc Farland,93250,35.66688600,-119.18671700,Male,No,Yes,No,37,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,One year,No,Mailed check,2322
8050-DVOJX,2021-08-01,82.53771000,412018.91400000,3,California,Keeler,93530,36.56049800,-117.96246100,Male,Yes,No,No,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),4537
9548-LIGTA,2021-08-01,82.23333000,481696.56900000,3,California,Tustin,92780,33.73580200,-117.81880500,Male,No,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,4072
8015-IHCGW,2021-08-01,82.95210000,605094.27300000,8,California,Garden Grove,92844,33.76647600,-117.96979500,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Electronic check,4017
1096-ADRUX,2021-08-01,75.33405000,493019.50500000,3,California,Placentia,92870,33.88115800,-117.85478300,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),4395
2001-MCUUW,2021-08-01,70.60077000,318609.93600000,8,California,Corona,92879,33.89382300,-117.53144600,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,4210
2607-FBDFF,2021-08-01,31.84020000,3184.02000000,8,California,Tuolumne,95379,37.93976800,-120.18800200,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),5289
0058-EVZWM,2021-08-01,58.35204000,322274.80800000,8,California,Stockton,95209,38.04452300,-121.34804800,Female,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),5875
7524-VRLPL,2021-08-01,48.15018000,326914.38000000,8,California,Manchester,95459,38.96671300,-123.58641200,Male,Yes,No,No,69,Yes,Yes,DSL,Yes,No,Yes,Yes,No,Yes,Two year,No,Credit card (automatic),4204
9577-WJVCQ,2021-08-01,55.24497000,374159.11500000,3,California,West Covina,91790,34.06696400,-117.93700700,Female,No,No,No,68,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,5310
0549-CYCQN,2021-08-01,51.72408000,258276.00600000,8,California,Flournoy,96029,39.84784000,-122.54455600,Male,Yes,No,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Bank transfer (automatic),4673
1099-GODLO,2021-08-01,13.22343000,1322.34300000,8,California,Berkeley,94709,37.87855400,-122.26609000,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,4836
3680-CTHUH,2021-08-01,75.76668000,458076.51000000,8,California,Kneeland,95549,40.66448300,-123.86532500,Male,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),5680
7852-LECYP,2021-08-01,60.95124000,81939.78000000,8,California,Los Angeles,90019,34.04984100,-118.33846000,Male,Yes,Yes,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Credit card (automatic),5870
1834-WULEG,2021-08-01,13.15845000,28574.95500000,8,California,Nevada City,95959,39.33373700,-120.85866700,Male,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,3000
2034-GDRCN,2021-08-01,0.00000000,0.00000000,0,California,Valley Center,92082,33.25283000,-116.98607900,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,4157
7881-EVUAD,2021-08-01,0.00000000,0.00000000,0,California,Oroville,95966,39.47389600,-121.41592700,Female,No,No,No,2,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,4648
2065-MMKGR,2021-08-01,46.13580000,135164.89800000,8,California,Diamond Springs,95619,38.68360500,-120.81185200,Female,No,No,No,29,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),4226
1131-SUEKT,2021-08-01,63.97281000,399315.09600000,8,California,Hood,95639,38.37532500,-121.50793500,Male,No,Yes,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),4000
2737-YNGYW,2021-08-01,0.00000000,0.00000000,0,California,Hemet,92543,33.73941500,-116.96833900,Female,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2856
5167-ZFFMM,2021-08-01,0.00000000,0.00000000,0,California,Indio,92201,33.71389100,-116.23725700,Male,No,No,No,1,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),3424
7074-IEVOJ,2021-08-01,0.00000000,0.00000000,3,California,San Francisco,94130,37.82089400,-122.36972500,Female,Yes,No,No,3,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,3501
3235-ETOOB,2021-08-01,0.00000000,0.00000000,3,California,Lakeside,92040,32.90987300,-116.90677400,Male,No,Yes,No,8,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,3683
0115-TFERT,2021-08-01,0.00000000,0.00000000,3,California,Fresno,93650,36.84165500,-119.79711300,Male,No,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,4123
7547-EKNFS,2021-08-01,0.00000000,0.00000000,3,California,Caspar,95420,39.36128300,-123.78459900,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),2075
4110-PFEUZ,2021-08-01,0.00000000,0.00000000,6,California,Daggett,92327,34.87514400,-116.82169800,Female,No,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,2792
6437-UKHMV,2021-08-01,0.00000000,0.00000000,6,California,Moreno Valley,92557,33.97066100,-117.25503900,Female,No,No,No,7,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,3109
7762-URZQH,2021-08-01,0.00000000,0.00000000,0,California,Venice,90291,33.99178200,-118.47922900,Male,No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),5602
4102-OQUPX,2021-08-01,0.00000000,0.00000000,3,California,Sheep Ranch,95250,38.24480600,-120.41730100,Male,Yes,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5429
0196-VULGZ,2021-08-01,0.00000000,0.00000000,3,California,Irvine,92620,33.71613600,-117.75257400,Female,Yes,Yes,No,6,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,5721
7599-FKVXZ,2021-08-01,0.00000000,0.00000000,3,California,South Pasadena,91030,34.11044400,-118.15695700,Male,No,Yes,No,42,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),2265
7409-KIUTL,2021-08-01,0.00000000,0.00000000,6,California,Westley,95387,37.54600700,-121.28257000,Female,Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5345
5729-KLZAR,2021-08-01,0.00000000,0.00000000,6,California,Sacramento,95817,38.55072200,-121.45731400,Female,No,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,2961
5999-LCXAO,2021-08-01,34.08600000,3408.60000000,0,California,Orange,92866,33.78459700,-117.84453500,Female,No,No,No,1,No,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,4155
2853-CWQFQ,2021-08-01,67.88700000,6788.70000000,0,California,Eureka,95503,40.73743100,-124.10889700,Male,No,No,Yes,1,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,5824
6338-AVWCY,2021-08-01,0.00000000,0.00000000,0,California,Hollister,95023,36.87540900,-121.27967900,Male,No,No,No,3,No,No phone service,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,4710
5295-PCJOO,2021-08-01,0.00000000,0.00000000,0,California,Long Beach,90805,33.86462200,-118.17962600,Male,No,No,Yes,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,4455
8878-HMWBV,2021-08-01,0.00000000,0.00000000,8,California,Nice,95464,39.12334000,-122.83819800,Male,No,No,No,3,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,5598
2272-QAGFO,2021-08-01,0.00000000,0.00000000,8,California,Inglewood,90304,33.93682700,-118.35982400,Female,Yes,No,No,14,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,5342
4958-XCBDQ,2021-08-01,0.00000000,0.00000000,8,California,Victorville,92394,34.56705800,-117.36232900,Male,Yes,No,No,35,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,3689
3523-QRQLL,2021-08-01,0.00000000,0.00000000,8,California,Bieber,96009,41.08346400,-121.10792900,Female,No,Yes,No,22,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Bank transfer (automatic),5922
0201-OAMXR,2021-08-01,0.00000000,0.00000000,8,California,Mckinleyville,95519,40.96501100,-124.01525500,Female,No,No,No,70,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),4838
8710-YGLWG,2021-08-01,51.18600000,5118.60000000,0,California,North Hills,91343,34.23880200,-118.48229600,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,2451
1453-RZFON,2021-08-01,56.88600000,5688.60000000,0,California,Cantua Creek,93608,36.48805600,-120.40769100,Female,No,No,Yes,1,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,5969
4912-PIGUY,2021-08-01,96.44400000,9644.40000000,0,California,Perris,92571,33.82828900,-117.20166600,Female,No,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2196
0082-LDZUE,2021-08-01,50.50200000,5050.20000000,0,California,Calistoga,94515,38.62961800,-122.59321600,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,4427
1230-QAJDW,2021-08-01,74.38500000,23928.60000000,0,California,Somes Bar,95568,41.44460600,-123.47189500,Male,No,No,No,3,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,2562
6921-OZMFH,2021-08-01,63.49800000,29571.60000000,0,California,Santa Clara,95051,37.34812900,-121.98469000,Male,No,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,3598
1666-JXLKU,2021-08-01,114.05700000,434402.70000000,0,California,Shingle Springs,95682,38.59893600,-120.96309200,Female,No,No,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,2904
1898-JSNDC,2021-08-01,66.80400000,253593.00000000,0,California,Elk Grove,95758,38.35363000,-121.44195000,Female,No,No,No,39,Yes,No,DSL,No,Yes,No,No,Yes,No,One year,Yes,Credit card (automatic),5662
5229-DTFYB,2021-08-01,112.63200000,451343.10000000,0,California,San Diego,92111,32.80551800,-117.16905200,Female,No,No,No,41,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),5584
4530-NDRKU,2021-08-01,21.71700000,86850.90000000,0,California,Auburn,95603,38.91288100,-121.08276600,Female,No,Yes,Yes,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,5091
8292-ITGYJ,2021-08-01,28.10100000,129823.20000000,0,California,Campo Seco,95226,38.23387900,-120.86166600,Female,No,Yes,Yes,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),3043
8963-JLGJT,2021-08-01,63.72600000,17960.70000000,0,California,Santa Barbara,93105,34.03734200,-119.80079000,Male,No,No,Yes,3,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Mailed check,4648
6357-JJPQT,2021-08-01,91.77000000,26487.90000000,0,California,San Gabriel,91776,34.08992700,-118.09564500,Female,No,No,No,3,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,2032
7396-VJUZB,2021-08-01,51.58500000,17709.90000000,0,California,Willow Creek,95573,40.94901200,-123.65584700,Male,No,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,2776
8242-JSVBO,2021-08-01,50.90100000,36765.00000000,0,California,Mountain Ranch,95246,38.26426200,-120.51513300,Male,No,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),4300
2926-JEJJC,2021-08-01,23.02800000,16068.30000000,0,California,Angelus Oaks,92305,34.16780000,-116.86433000,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),5066
4860-YZGZM,2021-08-01,22.80000000,21135.60000000,0,California,San Jose,95128,37.31614600,-121.93628500,Male,No,No,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,2706
9839-ETQOE,2021-08-01,46.11300000,218064.90000000,0,California,Vista,92083,33.17494000,-117.24276100,Male,No,No,Yes,43,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,3176
